name,state_code,state_name,county,lat,lon,population,feature_type
Brownsboro,AL,Alabama,Madison,34.716733,-86.468703,,Populated Place
Brundidge,AL,Alabama,Pike,31.701324,-85.817668,,Populated Place
Bryant,AL,Alabama,Jackson,34.945026,-85.632445,,Populated Place
Bucks,AL,Alabama,Mobile,31.010278,-88.024167,,Populated Place
Buhl,AL,Alabama,Tuscaloosa,33.249448,-87.718886,,Populated Place
Bullock County,AL,Alabama,,32.10055,-85.7157,,Populated Place
Burnt Corn,AL,Alabama,Conecuh,31.458009,-86.925771,,Populated Place
Burnwell,AL,Alabama,Walker,33.707778,-87.0875,,Populated Place
Butler,AL,Alabama,Choctaw,32.082906,-88.206391,,Populated Place
Butler County,AL,Alabama,,31.75243,-86.68029,,Populated Place
Bynum,AL,Alabama,Calhoun,33.613056,-85.961111,,Populated Place
Cahaba Heights,AL,Alabama,,33.464,-86.73193,,Populated Place
Calera,AL,Alabama,Shelby,33.1098,-86.755987,,Populated Place
Calhoun County,AL,Alabama,,33.77143,-85.82603,,Populated Place
Calvert,AL,Alabama,Washington,31.160556,-88.031111,,Populated Place
Camden,AL,Alabama,Wilcox,32.004732,-87.295049,,Populated Place
Camp Hill,AL,Alabama,Tallapoosa,32.782749,-85.64738,,Populated Place
Campbell,AL,Alabama,Clarke,31.963512,-88.006072,,Populated Place
Capshaw,AL,Alabama,Limestone,34.773056,-86.792778,,Populated Place
Carbon Hill,AL,Alabama,Walker,33.909252,-87.540328,,Populated Place
Cardiff,AL,Alabama,Jefferson,33.645556,-86.933611,,Populated Place
Carlisle-Rockledge,AL,Alabama,,34.11445,-86.12407,,Populated Place
Carlton,AL,Alabama,Clarke,31.322449,-87.837793,,Populated Place
Carrollton,AL,Alabama,Pickens,33.248506,-88.132122,,Populated Place
Castleberry,AL,Alabama,Conecuh,31.326113,-87.026754,,Populated Place
Catherine,AL,Alabama,Wilcox,32.182,-87.483623,,Populated Place
Cecil,AL,Alabama,Montgomery,32.300891,-86.011241,,Populated Place
Cedar Bluff,AL,Alabama,Cherokee,34.241662,-85.602567,,Populated Place
Center Point,AL,Alabama,,33.64566,-86.6836,,Populated Place
Centre,AL,Alabama,Cherokee,34.111592,-85.609229,,Populated Place
Centreville,AL,Alabama,Bibb,32.950324,-87.11924,,Populated Place
Chalkville,AL,Alabama,,33.65316,-86.64777,,Populated Place
Chambers County,AL,Alabama,,32.91437,-85.39204,,Populated Place
Chancellor,AL,Alabama,Geneva,31.173379,-85.910897,,Populated Place
Chapman,AL,Alabama,Butler,31.671111,-86.712222,,Populated Place
Chatom,AL,Alabama,Washington,31.487638,-88.269887,,Populated Place
Chelsea,AL,Alabama,Shelby,33.371582,-86.614132,,Populated Place
Cherokee,AL,Alabama,Colbert,34.744188,-87.972445,,Populated Place
Cherokee County,AL,Alabama,,34.17596,-85.60379,,Populated Place
Chickasaw,AL,Alabama,,30.7638,-88.07472,,Populated Place
Childersburg,AL,Alabama,Talladega,33.266928,-86.337622,,Populated Place
Chilton County,AL,Alabama,,32.84785,-86.71881,,Populated Place
Choccolocco,AL,Alabama,Calhoun,33.659167,-85.703611,,Populated Place
Choctaw County,AL,Alabama,,32.01961,-88.2632,,Populated Place
Chunchula,AL,Alabama,Mobile,30.991178,-88.131126,,Populated Place
Citronelle,AL,Alabama,Mobile,31.042533,-88.254949,,Populated Place
Clanton,AL,Alabama,Chilton,32.835532,-86.642472,,Populated Place
Clarke County,AL,Alabama,,31.67666,-87.83081,,Populated Place
Clay,AL,Alabama,Jefferson,33.7025,-86.599722,,Populated Place
Clay County,AL,Alabama,,33.26909,-85.86055,,Populated Place
Clayton,AL,Alabama,Barbour,31.887413,-85.450932,,Populated Place
Cleburne County,AL,Alabama,,33.67456,-85.51877,,Populated Place
Cleveland,AL,Alabama,Blount,33.992106,-86.559355,,Populated Place
Clinton,AL,Alabama,Greene,32.913611,-87.9925,,Populated Place
Clio,AL,Alabama,Barbour,31.68521,-85.590419,,Populated Place
Clopton,AL,Alabama,Henry,31.602843,-85.482308,,Populated Place
Cloverdale,AL,Alabama,Lauderdale,34.938611,-87.771389,,Populated Place
Coaling,AL,Alabama,Tuscaloosa,33.158889,-87.340833,,Populated Place
Coden,AL,Alabama,Mobile,30.418834,-88.168276,,Populated Place
Coffee County,AL,Alabama,,31.40263,-85.98821,,Populated Place
Coffee Springs,AL,Alabama,Geneva,31.138758,-85.918224,,Populated Place
Coffeeville,AL,Alabama,Clarke,31.78428,-88.071542,,Populated Place
Coker,AL,Alabama,Tuscaloosa,33.252612,-87.636528,,Populated Place
Colbert County,AL,Alabama,,34.70043,-87.80498,,Populated Place
Collinsville,AL,Alabama,De Kalb,34.267957,-85.861969,,Populated Place
Columbia,AL,Alabama,Houston,31.335235,-85.145488,,Populated Place
Columbiana,AL,Alabama,Shelby,33.176964,-86.616145,,Populated Place
Concord,AL,Alabama,,33.46761,-87.03111,,Populated Place
Conecuh County,AL,Alabama,,31.42927,-86.99368,,Populated Place
Cook Springs,AL,Alabama,Saint Clair,33.589722,-86.361944,,Populated Place
Coosa County,AL,Alabama,,32.93623,-86.24766,,Populated Place
Coosada,AL,Alabama,Elmore,32.496667,-86.331667,,Populated Place
Cordova,AL,Alabama,Walker,33.768033,-87.18406,,Populated Place
Cottondale,AL,Alabama,Tuscaloosa,33.176667,-87.387051,,Populated Place
Cottonton,AL,Alabama,Russell,32.146667,-85.073889,,Populated Place
Cottonwood,AL,Alabama,Houston,31.098934,-85.375665,,Populated Place
Courtland,AL,Alabama,Lawrence,34.671866,-87.314255,,Populated Place
Covington County,AL,Alabama,,31.24849,-86.45125,,Populated Place
Cowarts,AL,Alabama,Houston,31.2,-85.304722,,Populated Place
Coy,AL,Alabama,Wilcox,31.888851,-87.392558,,Populated Place
Cragford,AL,Alabama,Clay,33.217148,-85.710797,,Populated Place
Crane Hill,AL,Alabama,Cullman,34.082117,-87.048395,,Populated Place
Crenshaw County,AL,Alabama,,31.73149,-86.31355,,Populated Place
Creola,AL,Alabama,Mobile,30.901267,-88.017414,,Populated Place
Cropwell,AL,Alabama,Saint Clair,33.506448,-86.280026,,Populated Place
Crossville,AL,Alabama,De Kalb,34.258784,-86.030575,,Populated Place
Cuba,AL,Alabama,Sumter,32.410973,-88.361083,,Populated Place
Cullman,AL,Alabama,Cullman,34.176146,-86.829777,,Populated Place
Cullman County,AL,Alabama,,34.13194,-86.86762,,Populated Place
Cusseta,AL,Alabama,Lee,32.803194,-85.215791,,Populated Place
Dadeville,AL,Alabama,Tallapoosa,32.82239,-85.770395,,Populated Place
Dale County,AL,Alabama,,31.43182,-85.61103,,Populated Place
Daleville,AL,Alabama,Dale,31.281091,-85.730473,,Populated Place
Dallas County,AL,Alabama,,32.32597,-87.10648,,Populated Place
Danville,AL,Alabama,Morgan,34.452189,-87.053187,,Populated Place
Daphne,AL,Alabama,Baldwin,30.61972,-87.889522,,Populated Place
Dauphin Island,AL,Alabama,Mobile,30.252057,-88.109644,,Populated Place
Daviston,AL,Alabama,Tallapoosa,33.033471,-85.753831,,Populated Place
Dawson,AL,Alabama,De Kalb,34.356838,-85.929161,,Populated Place
De Armanville,AL,Alabama,Calhoun,33.626389,-85.751389,,Populated Place
DeKalb County,AL,Alabama,,34.45977,-85.80414,,Populated Place
Deatsville,AL,Alabama,Elmore,32.613405,-86.338211,,Populated Place
Decatur,AL,Alabama,Morgan,34.589599,-86.98868,,Populated Place
Deer Park,AL,Alabama,Washington,31.184892,-88.32731,,Populated Place
Delmar,AL,Alabama,Winston,34.17,-87.605833,,Populated Place
Delta,AL,Alabama,Clay,33.457303,-85.679279,,Populated Place
Demopolis,AL,Alabama,Marengo,32.490792,-87.839669,,Populated Place
Detroit,AL,Alabama,Lamar,34.010874,-88.16063,,Populated Place
Dickinson,AL,Alabama,Clarke,31.717167,-87.656929,,Populated Place
Dixiana,AL,Alabama,,33.74021,-86.64938,,Populated Place
Dixons Mills,AL,Alabama,Marengo,32.067209,-87.745356,,Populated Place
Docena,AL,Alabama,Jefferson,33.559444,-86.931111,,Populated Place
Dolomite,AL,Alabama,Jefferson,33.465424,-86.956435,,Populated Place
Dora,AL,Alabama,Jefferson,33.734947,-87.040148,,Populated Place
Dothan,AL,Alabama,Houston,31.202888,-85.418036,,Populated Place
Double Springs,AL,Alabama,Winston,34.138682,-87.397431,,Populated Place
Douglas,AL,Alabama,Marshall,34.173611,-86.323611,,Populated Place
Dozier,AL,Alabama,Crenshaw,31.506614,-86.366315,,Populated Place
Duncanville,AL,Alabama,Tuscaloosa,33.082815,-87.494977,,Populated Place
Dutton,AL,Alabama,Jackson,34.604558,-85.906729,,Populated Place
East Brewton,AL,Alabama,,31.09323,-87.06275,,Populated Place
East Florence,AL,Alabama,,34.80953,-87.64947,,Populated Place
East Tallassee,AL,Alabama,Tallapoosa,32.607222,-85.808056,,Populated Place
Eastaboga,AL,Alabama,Calhoun,33.603132,-85.96075,,Populated Place
Echola,AL,Alabama,Tuscaloosa,33.316559,-87.807202,,Populated Place
Eclectic,AL,Alabama,Elmore,32.65419,-86.031614,,Populated Place
Edwardsville,AL,Alabama,Cleburne,33.707222,-85.509167,,Populated Place
Eight Mile,AL,Alabama,Mobile,30.795074,-88.182311,,Populated Place
Elba,AL,Alabama,Coffee,31.41373,-86.077728,,Populated Place
Elberta,AL,Alabama,Baldwin,30.394239,-87.58896,,Populated Place
Eldridge,AL,Alabama,Walker,33.931546,-87.619397,,Populated Place
Elkmont,AL,Alabama,Limestone,34.915241,-86.910452,,Populated Place
Elmore,AL,Alabama,Elmore,32.545378,-86.316134,,Populated Place
Elmore County,AL,Alabama,,32.59665,-86.14915,,Populated Place
Elrod,AL,Alabama,Tuscaloosa,33.343678,-87.801429,,Populated Place
Emelle,AL,Alabama,Sumter,32.754963,-88.305747,,Populated Place
Emerald Mountain,AL,Alabama,,32.44793,-86.09429,,Populated Place
Empire,AL,Alabama,Walker,33.825589,-87.016139,,Populated Place
Enterprise,AL,Alabama,Coffee,31.340789,-85.842111,,Populated Place
Epes,AL,Alabama,Sumter,32.763371,-88.161443,,Populated Place
Equality,AL,Alabama,Coosa,32.813908,-86.105064,,Populated Place
Escambia County,AL,Alabama,,31.12612,-87.16162,,Populated Place
Estillfork,AL,Alabama,Jackson,34.913017,-86.171571,,Populated Place
Ethelsville,AL,Alabama,Pickens,33.386816,-88.221987,,Populated Place
Etowah County,AL,Alabama,,34.04525,-86.03476,,Populated Place
Eufaula,AL,Alabama,Barbour,31.905063,-85.165605,,Populated Place
Eutaw,AL,Alabama,Greene,32.888871,-87.930297,,Populated Place
Eva,AL,Alabama,Morgan,34.347778,-86.704427,,Populated Place
Evergreen,AL,Alabama,,31.4335,-86.95692,,Populated Place
Excel,AL,Alabama,Monroe,31.427778,-87.341389,,Populated Place
Fackler,AL,Alabama,Jackson,34.82589,-85.984648,,Populated Place
Fairfield,AL,Alabama,Jefferson,33.473494,-86.918262,,Populated Place
Fairhope,AL,Alabama,Baldwin,30.50116,-87.883546,,Populated Place
Falkville,AL,Alabama,Morgan,34.347653,-86.913086,,Populated Place
Faunsdale,AL,Alabama,Marengo,32.423259,-87.618079,,Populated Place
Fayette,AL,Alabama,Fayette,33.697397,-87.834647,,Populated Place
Fayette County,AL,Alabama,,33.72121,-87.73886,,Populated Place
Fayetteville,AL,Alabama,,33.14567,-86.40581,,Populated Place
Fitzpatrick,AL,Alabama,Bullock,32.151607,-85.888329,,Populated Place
Five Points,AL,Alabama,Chambers,33.042408,-85.324264,,Populated Place
Flat Rock,AL,Alabama,Jackson,34.807598,-85.708372,,Populated Place
Flint City,AL,Alabama,,34.52315,-86.97029,,Populated Place
Flomaton,AL,Alabama,Escambia,31.040233,-87.266365,,Populated Place
Florala,AL,Alabama,Covington,31.017194,-86.338528,,Populated Place
Florence,AL,Alabama,Lauderdale,34.830547,-87.655985,,Populated Place
Foley,AL,Alabama,Baldwin,30.400664,-87.685737,,Populated Place
Forest Home,AL,Alabama,Butler,31.85318,-86.786377,,Populated Place
Forestdale,AL,Alabama,,33.57011,-86.89638,,Populated Place
Forkland,AL,Alabama,Greene,32.644661,-87.881676,,Populated Place
Fort Davis,AL,Alabama,Macon,32.28945,-85.700688,,Populated Place
Fort Deposit,AL,Alabama,Lowndes,31.995979,-86.576142,,Populated Place
Fort Mitchell,AL,Alabama,Russell,32.341389,-85.021667,,Populated Place
Fort Payne,AL,Alabama,De Kalb,34.436792,-85.712394,,Populated Place
Fort Rucker,AL,Alabama,Dale,31.348011,-85.721374,,Populated Place
Fosters,AL,Alabama,Tuscaloosa,33.135859,-87.735688,,Populated Place
Franklin,AL,Alabama,Monroe,31.723815,-87.441237,,Populated Place
Franklin County,AL,Alabama,,34.44167,-87.84381,,Populated Place
Frankville,AL,Alabama,Washington,31.64684,-88.133185,,Populated Place
Frisco City,AL,Alabama,Monroe,31.423478,-87.381744,,Populated Place
Fruitdale,AL,Alabama,Washington,31.348843,-88.376597,,Populated Place
Fruithurst,AL,Alabama,Cleburne,33.771732,-85.43814,,Populated Place
Fulton,AL,Alabama,Clarke,31.790947,-87.708065,,Populated Place
Fultondale,AL,Alabama,Jefferson,33.611283,-86.813614,,Populated Place
Furman,AL,Alabama,Wilcox,32.006667,-86.966944,,Populated Place
Fyffe,AL,Alabama,De Kalb,34.437284,-85.928849,,Populated Place
Gadsden,AL,Alabama,Etowah,33.997248,-86.010279,,Populated Place
Gainestown,AL,Alabama,Clarke,31.425822,-87.682176,,Populated Place
Gainesville,AL,Alabama,Sumter,32.908364,-88.271558,,Populated Place
Gallant,AL,Alabama,Etowah,33.997586,-86.234606,,Populated Place
Gallion,AL,Alabama,Marengo,32.529771,-87.698542,,Populated Place
Gantt,AL,Alabama,Covington,31.416909,-86.419836,,Populated Place
Garden City,AL,Alabama,Cullman,34.014444,-86.746944,,Populated Place
Gardendale,AL,Alabama,Jefferson,33.71891,-86.822481,,Populated Place
Gaylesville,AL,Alabama,Cherokee,34.357324,-85.558893,,Populated Place
Geneva,AL,Alabama,Geneva,31.041445,-85.884748,,Populated Place
Geneva County,AL,Alabama,,31.09502,-85.83898,,Populated Place
Georgiana,AL,Alabama,Butler,31.628662,-86.733965,,Populated Place
Geraldine,AL,Alabama,De Kalb,34.343864,-86.040393,,Populated Place
Gilbertown,AL,Alabama,Choctaw,31.866602,-88.326514,,Populated Place
Glen Allen,AL,Alabama,Fayette,33.899444,-87.730278,,Populated Place
Glencoe,AL,Alabama,,33.95704,-85.93247,,Populated Place
Glenwood,AL,Alabama,Crenshaw,31.664143,-86.170972,,Populated Place
Good Hope,AL,Alabama,,34.11593,-86.86361,,Populated Place
Goodsprings,AL,Alabama,Walker,33.668889,-87.231667,,Populated Place
Goodwater,AL,Alabama,Coosa,33.074642,-86.078149,,Populated Place
Goodway,AL,Alabama,Monroe,31.336667,-87.425833,,Populated Place
Gordo,AL,Alabama,Pickens,33.346917,-87.900504,,Populated Place
Gordon,AL,Alabama,Houston,31.10019,-85.123412,,Populated Place
Goshen,AL,Alabama,Pike,31.82497,-86.104851,,Populated Place
Grady,AL,Alabama,Montgomery,32.019397,-86.129246,,Populated Place
Graham,AL,Alabama,Randolph,33.462976,-85.334034,,Populated Place
Grand Bay,AL,Alabama,Mobile,30.498288,-88.32825,,Populated Place
Grant,AL,Alabama,Marshall,34.495902,-86.259041,,Populated Place
Grayson Valley,AL,Alabama,,33.64816,-86.63943,,Populated Place
Graysville,AL,Alabama,Jefferson,33.63356,-86.948221,,Populated Place
Green Pond,AL,Alabama,Bibb,33.225,-87.126389,,Populated Place
Greene County,AL,Alabama,,32.85314,-87.95223,,Populated Place
Greensboro,AL,Alabama,Hale,32.716721,-87.590494,,Populated Place
Greenville,AL,Alabama,Butler,31.810036,-86.622919,,Populated Place
Grove Hill,AL,Alabama,Clarke,31.675502,-87.763571,,Populated Place
Groveoak,AL,Alabama,De Kalb,34.435874,-86.040023,,Populated Place
Guin,AL,Alabama,Marion,33.967624,-87.90238,,Populated Place
Gulf Shores,AL,Alabama,Baldwin,30.268954,-87.712795,,Populated Place
Guntersville,AL,Alabama,Marshall,34.32193,-86.305463,,Populated Place
Gurley,AL,Alabama,Madison,34.713964,-86.394028,,Populated Place
Hackleburg,AL,Alabama,Marion,34.267803,-87.860762,,Populated Place
Hale County,AL,Alabama,,32.76266,-87.62912,,Populated Place
Haleyville,AL,Alabama,Winston,34.231423,-87.593811,,Populated Place
Hamilton,AL,Alabama,Marion,34.153413,-88.008521,,Populated Place
Hanceville,AL,Alabama,Cullman,34.051569,-86.784844,,Populated Place
Hardaway,AL,Alabama,Macon,32.312939,-85.883837,,Populated Place
Harpersville,AL,Alabama,Shelby,33.36746,-86.429441,,Populated Place
Hartford,AL,Alabama,Geneva,31.08598,-85.719204,,Populated Place
Hartselle,AL,Alabama,Morgan,34.448206,-86.924235,,Populated Place
Harvest,AL,Alabama,Madison,34.82732,-86.749929,,Populated Place
Hatchechubbee,AL,Alabama,Russell,32.284531,-85.302882,,Populated Place
Hayden,AL,Alabama,Blount,33.885806,-86.81767,,Populated Place
Hayneville,AL,Alabama,Lowndes,32.195707,-86.654994,,Populated Place
Hazel Green,AL,Alabama,Madison,34.949627,-86.593484,,Populated Place
Headland,AL,Alabama,Henry,31.353406,-85.332277,,Populated Place
Heflin,AL,Alabama,Cleburne,33.611515,-85.588471,,Populated Place
Helena,AL,Alabama,Shelby,33.316978,-86.813786,,Populated Place
Henagar,AL,Alabama,De Kalb,34.618604,-85.727381,,Populated Place
Henry County,AL,Alabama,,31.51469,-85.24141,,Populated Place
Higdon,AL,Alabama,Jackson,34.873247,-85.622507,,Populated Place
Highland Home,AL,Alabama,Crenshaw,31.928292,-86.297111,,Populated Place
Highland Lakes,AL,Alabama,,33.39838,-86.6513,,Populated Place
Hillsboro,AL,Alabama,Lawrence,34.64763,-87.180379,,Populated Place
Hodges,AL,Alabama,Franklin,34.341664,-87.959023,,Populated Place
Hokes Bluff,AL,Alabama,,33.99815,-85.86636,,Populated Place
Hollins,AL,Alabama,Clay,33.1175,-86.144444,,Populated Place
Holly Pond,AL,Alabama,Cullman,34.190085,-86.617441,,Populated Place
Hollytree,AL,Alabama,Jackson,34.798979,-86.233627,,Populated Place
Hollywood,AL,Alabama,Jackson,34.730428,-85.953173,,Populated Place
Holt,AL,Alabama,,33.23401,-87.48445,,Populated Place
Holtville,AL,Alabama,,32.63624,-86.32664,,Populated Place
Holy Trinity,AL,Alabama,Russell,32.222222,-85.005278,,Populated Place
Homewood,AL,Alabama,,33.47177,-86.80082,,Populated Place
Honoraville,AL,Alabama,Crenshaw,31.878397,-86.398064,,Populated Place
Hoover,AL,Alabama,,33.40539,-86.81138,,Populated Place
Hope Hull,AL,Alabama,Montgomery,32.224256,-86.393189,,Populated Place
Horton,AL,Alabama,Marshall,34.190033,-86.317318,,Populated Place
Houston,AL,Alabama,Winston,34.118042,-87.26183,,Populated Place
Houston County,AL,Alabama,,31.15318,-85.30252,,Populated Place
Hueytown,AL,Alabama,,33.45122,-86.99666,,Populated Place
Huguley,AL,Alabama,,32.83457,-85.22966,,Populated Place
Huntsville,AL,Alabama,Madison,34.726866,-86.567318,200574,Populated Place
Hurtsboro,AL,Alabama,Russell,32.245429,-85.395903,,Populated Place
Huxford,AL,Alabama,Escambia,31.22,-87.461944,,Populated Place
Ider,AL,Alabama,De Kalb,34.735059,-85.641577,,Populated Place
Indian Springs Village,AL,Alabama,,33.35539,-86.75443,,Populated Place
Inverness,AL,Alabama,,32.01488,-85.74606,,Populated Place
Irondale,AL,Alabama,,33.53816,-86.70721,,Populated Place
Irvington,AL,Alabama,Mobile,30.480241,-88.239563,,Populated Place
Jachin,AL,Alabama,Choctaw,32.244174,-88.233356,,Populated Place
Jack,AL,Alabama,Coffee,31.552392,-86.043083,,Populated Place
Jackson,AL,Alabama,Clarke,31.513098,-87.867192,,Populated Place
Jackson County,AL,Alabama,,34.77941,-85.9993,,Populated Place
Jacksons Gap,AL,Alabama,Tallapoosa,32.879698,-85.848662,,Populated Place
Jacksonville,AL,Alabama,Calhoun,33.830966,-85.77518,,Populated Place
Jasper,AL,Alabama,Walker,33.871672,-87.249144,,Populated Place
Jefferson,AL,Alabama,Marengo,32.386667,-87.898056,,Populated Place
Jefferson County,AL,Alabama,,33.55431,-86.89649,,Populated Place
Jemison,AL,Alabama,Chilton,32.980539,-86.718052,,Populated Place
Jones,AL,Alabama,Autauga,32.608515,-86.889266,,Populated Place
Joppa,AL,Alabama,Cullman,34.283739,-86.551939,,Populated Place
Kansas,AL,Alabama,Walker,33.901667,-87.551944,,Populated Place
Kellerman,AL,Alabama,Tuscaloosa,33.340556,-87.304722,,Populated Place
Kellyton,AL,Alabama,Coosa,32.979068,-86.048397,,Populated Place
Kennedy,AL,Alabama,Lamar,33.574964,-88.05172,,Populated Place
Kent,AL,Alabama,Elmore,32.618889,-85.948611,,Populated Place
Killen,AL,Alabama,Lauderdale,34.901632,-87.508185,,Populated Place
Kimberly,AL,Alabama,Jefferson,33.768355,-86.808417,,Populated Place
Kinsey,AL,Alabama,,31.29906,-85.34438,,Populated Place
Kinston,AL,Alabama,Coffee,31.262118,-86.069532,,Populated Place
Knoxville,AL,Alabama,Greene,32.982423,-87.791855,,Populated Place
Laceys Spring,AL,Alabama,Morgan,34.499647,-86.612869,,Populated Place
Ladonia,AL,Alabama,,32.4682,-85.0791,,Populated Place
Lafayette,AL,Alabama,Chambers,32.925237,-85.442563,,Populated Place
Lake Purdy,AL,Alabama,,33.43011,-86.68054,,Populated Place
Lake View,AL,Alabama,,33.28067,-87.1375,,Populated Place
Lamar County,AL,Alabama,,33.77921,-88.0969,,Populated Place
Lanett,AL,Alabama,Chambers,32.861609,-85.21608,,Populated Place
Langston,AL,Alabama,Jackson,34.497831,-86.10563,,Populated Place
Lapine,AL,Alabama,Montgomery,31.985423,-86.278534,,Populated Place
Lauderdale County,AL,Alabama,,34.90137,-87.654,,Populated Place
Lawley,AL,Alabama,Bibb,32.864558,-86.956708,,Populated Place
Lawrence County,AL,Alabama,,34.52165,-87.31104,,Populated Place
Lee County,AL,Alabama,,32.60114,-85.35556,,Populated Place
Leeds,AL,Alabama,Jefferson,33.528333,-86.574824,,Populated Place
